rank,name,platform,year,genre,publisher,na_sales_m,eu_sales_m,jp_sales_m,other_sales_m,global_sales_m
11716,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
11717,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07
11718,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
11719,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
11720,SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0.0,0.01,0.07
11721,Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0.0,0.0,0.07
11722,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07
11723,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07
11724,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
11725,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11726,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07
11727,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07
11728,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11729,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07
11730,Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
11731,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07
11732,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07
11733,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07
11734,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07
11735,F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
11736,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07
11737,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07
11738,Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
11739,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
11740,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07
11741,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07
11742,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
11743,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07
11744,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07
11745,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11746,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07
11747,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
11748,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
11749,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07
11750,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
11751,Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07
11752,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07
11753,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11754,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
11755,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07
11756,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07
11757,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07
11758,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11759,Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07
11760,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
11761,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0.0,0.0,0.07
11762,Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
11763,Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07
11764,Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11765,Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07
11766,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11767,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07
11768,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07
11769,Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07
11770,Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07
11771,Football Manager 2010,PC,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07
11772,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07
11773,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0,0.07
11774,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07
11775,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11776,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11777,Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07
11778,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0.0,0.0,0.07,0.0,0.07
11779,Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07
11780,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11781,Blast Radius,PS,1998,Action,Psygnosis,0.04,0.03,0.0,0.0,0.07
11782,Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.07
11783,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11784,Rec Room Games,DS,2011,Sports,Destineer,0.07,0.0,0.0,0.0,0.07
11785,Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07
11786,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07
11787,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11788,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07
11789,Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07
11790,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07
11791,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11792,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07
11793,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11794,Wallace & Gromit in Project Zoo,GC,2003,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
11795,John Madden Football,SNES,1991,Sports,Imagineer,0.0,0.0,0.07,0.0,0.07
11796,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
11797,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0.0,0.0,0.07
11798,Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07
11799,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0.0,0.0,0.07
11800,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0.0,0.07
11801,Super Robot Spirits,N64,1998,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
11802,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0.0,0.0,0.07
11803,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
11804,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07
11805,GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11806,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
11807,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009,Action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07
11808,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.05,0.0,0.01,0.07
11809,Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.07
11810,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07
11811,FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07
11812,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.03,0.01,0.07
11813,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11814,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
11815,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
11816,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
11817,Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11818,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07
11819,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07
11820,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07
11821,Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0.0,0.0,0.07
11822,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07
11823,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07
11824,Anubis II,Wii,2007,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07
11825,Point Blank DS (JP sales),DS,2006,Shooter,Atari,0.0,0.0,0.07,0.0,0.07
11826,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0.0,0.0,0.01,0.07
11827,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
11828,G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07
11829,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11830,Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07
11831,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0.0,0.0,0.01,0.07
11832,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11833,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
11834,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
11835,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
11836,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0.0,0.0,0.07,0.0,0.07
11837,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
11838,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07
11839,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0.0,0.0,0.0,0.07
11840,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
11841,Alpha and Omega,DS,2010,Action,Unknown,0.06,0.0,0.0,0.0,0.07
11842,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
11843,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
11844,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.07
11845,My Dress-Up,DS,2008,Misc,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07
11846,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07
11847,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11848,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07
11849,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
11850,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07
11851,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07
11852,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11853,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
11854,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0.0,0.01,0.07
11855,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.07
11856,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07
11857,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07
11858,Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07
11859,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07
11860,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0.0,0.01,0.07
11861,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0.0,0.0,0.07,0.0,0.07
11862,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0.0,0.0,0.07
11863,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0.0,0.0,0.07
11864,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07
11865,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
11866,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.07
11867,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07
11868,River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0.0,0.0,0.07
11869,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0.0,0.0,0.07,0.0,0.07
11870,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
11871,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07
11872,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0.0,0.0,0.07,0.0,0.07
11873,Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0.0,0.0,0.07
11874,Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11875,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07
11876,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07
11877,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07
11878,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0.0,0.0,0.07,0.0,0.07
11879,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07
11880,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07
11881,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11882,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
11883,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07
11884,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07
11885,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
11886,Classic Action: Devilish,DS,2005,Misc,505 Games,0.06,0.0,0.0,0.0,0.07
11887,Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07
11888,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
11889,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
11890,Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07
11891,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
11892,Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
11893,Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.07,0.0,0.07
11894,Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07
11895,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
11896,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07
11897,Samurai Shodown,NG,1993,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
11898,OverBlood 2,PS,1998,Action,Evolution Games,0.0,0.0,0.06,0.0,0.07
11899,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07
11900,Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07
11901,Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
11902,Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,0.0,0.0,0.07,0.0,0.07
11903,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07
11904,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07
11905,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0.0,0.0,0.07
11906,Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11907,Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0.0,0.01,0.07
11908,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.05,0.02,0.0,0.01,0.07
11909,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11910,Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11911,Mega Man X4,SAT,1997,Action,Capcom,0.0,0.0,0.07,0.0,0.07
11912,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
11913,GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07
11914,Power Pro GB,GB,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11915,Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07
11916,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07
11917,The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07
11918,Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0.0,0.06,0.0,0.01,0.07
11919,The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
11920,Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07
11921,Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07
11922,Ninja Warriors,SNES,1993,Action,Titus,0.0,0.0,0.07,0.0,0.07
11923,Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07
11924,Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07
11925,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07
11926,Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07
11927,TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07
11928,Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11929,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,0.04,0.03,0.0,0.0,0.07
11930,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07
11931,N+,DS,2007,Platform,Atari,0.06,0.0,0.0,0.0,0.07
11932,Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07
11933,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0.0,0.01,0.07
11934,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07
11935,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
11936,Mario Tennis,Wii,2010,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07
11937,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0,0.07
11938,DefCon 5,PS,1995,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07
11939,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07
11940,Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,0.03,0.03,0.0,0.01,0.07
11941,Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07
11942,Tropix,DS,2008,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07
11943,Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07
11944,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
11945,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
11946,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07
11947,God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07
11948,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07
11949,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0.0,0.06,0.0,0.01,0.07
11950,The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07
11951,Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07
11952,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07
11953,Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07
11954,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
11955,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07
11956,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
11957,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07
11958,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07
11959,RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07
11960,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07
11961,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07
